@RELATION Points

@ATTRIBUTE x NUMERIC
@ATTRIBUTE y NUMERIC

@DATA

3.344167095277777 , -3.3445888761235123
2.0838889061885597 , 1.1885520352931838
2.546795062020153 , -11.2851366943079
1.9367124896013477 , 1.0702235982680097
9.436361362949022 , -4.946608005722625
3.2446307530263994 , -3.8796870484359784
5.690935883276805 , -4.79974956677864
5.93522304769574 , -4.913562070265769
2.3474378744168654 , -10.805806536562695
9.059990963955409 , -4.971544934628337
2.7869788491532432 , -3.871218517300657
3.1112116231050058 , -3.478087245139883
4.343896052676124 , 1.3119846785171871
2.3014902243520465 , -11.050915129784418
2.818850569299916 , -3.826219999101887
2.106118514073093 , 1.4745866698141639
2.6561372771896705 , -10.783634481325326
2.190711216633434 , -11.245896618638898
3.0898970818689953 , -3.9969002019126973
3.6593486436624056 , -4.114899020890632
3.256970385598703 , -4.1235666628222525
2.3403756026054205 , -11.26460372349705
3.05098923076584 , -3.43674910329197
3.1029229403846825 , -4.148988102989331
3.2244774248567003 , -3.653954182353016
9.233869106857027 , -5.076210142764103
2.778820953835683 , -3.628929345699051
2.9858842991835597 , -3.9133008168902945
2.5320061603829043 , -11.03050184940628
3.053863505265398 , -4.047944423692985
2.894169632874929 , -3.9454499381026444
3.043736157476542 , -3.955211825917884
1.877096366428396 , 1.399010625914548
2.8736759210038176 , -3.709589392488147
3.053434751242718 , -3.9027081210274734
2.0246949764528894 , 1.7821641596213431
2.9644195444917463 , -3.5473221879671777
9.483131689482004 , -4.575151140058587
2.400633339579643 , 1.3246933447328297
3.118078918216818 , -3.5883420776510575
4.37101980538895 , 1.4238576475922713
9.159503382348872 , -4.933168991845757
2.6027991872286593 , -11.218858440819005
4.158597195588687 , 1.5056897504917093
3.243314008870521 , -3.5846890030768517
2.9419750300924044 , -3.9768399681629556
2.7226693600958223 , -11.077034671327166
3.5191471459586117 , -3.9500816885955685
2.2986824237080095 , -10.889348213951758
3.0226372587669887 , -3.6789208021455986
2.231139547703888 , 2.039033953346586
2.473162866380882 , -10.834927214969197
9.397961105387685 , -5.286536167513963
9.340894728581954 , -4.82911835555219
9.551280405837469 , -5.024985283513669
2.825381818486476 , -3.557241676372375
2.959979268499268 , -3.5285179429509395
9.408468921915645 , -4.880639731471858
9.335017564856368 , -5.106976307745074
