@RELATION Points

@ATTRIBUTE x NUMERIC
@ATTRIBUTE y NUMERIC
@ATTRIBUTE z NUMERIC

@DATA

1.6838382557112181 , 7.244104193727976 , -3.5170544035433293
7.478811514957643 , 7.724328732604311 , -1.6743412765114822
-1.025052431220707 , 9.08658273398603 , -10.979961864300694
7.723354989129126 , 7.831634572414067 , -1.9528731546569054
5.402761989709711 , 18.16956874307308 , -5.408685717493765
1.3718010623859753 , 7.210687386351286 , -3.9713818205569282
2.2141251416463796 , 11.238659834679934 , -4.724760295104147
1.846582009841491 , 11.285554083243332 , -4.613180560380889
-0.7471641491424403 , 8.789037605013796 , -10.646075820547276
5.417717064757641 , 17.771899206760096 , -5.538745728205788
1.8076290232071213 , 7.044158327558919 , -4.282414317596118
1.5872559110621558 , 6.985193498568294 , -3.6749486694634097
2.3855824797509184 , 6.040553328001172 , 1.4086427255046818
-0.7470166585199245 , 8.89023564295671 , -10.920913892686565
1.7302867641028548 , 6.988901679792138 , -4.189951323414
7.639587875704853 , 7.70225393686291 , -1.4366067013958546
-0.8345499429859802 , 9.052756925490495 , -10.502571348651934
-0.6853091984511457 , 8.93715222008231 , -11.187228222000352
1.3676376846772325 , 7.105545489641429 , -4.134822092109152
1.1935428030132755 , 7.680685446084565 , -4.034597849847504
1.3544522428145822 , 7.362711783417122 , -4.22183278365374
-0.5644692109344454 , 9.216748194579917 , -11.225270897644682
1.831510800068027 , 7.090881218185834 , -3.759762878861152
1.1161760060927166 , 7.009756986101903 , -4.177569217868414
1.4493478109598028 , 7.110343951931115 , -3.7704389008467203
5.168128969679565 , 17.82986695440653 , -5.490307963033584
1.8208314657435993 , 6.894465988260406 , -4.030668652985929
1.513122206012898 , 7.054646828379638 , -4.139497207003823
-0.7439944037456818 , 9.140541585489544 , -10.841413358524317
1.4856108534823464 , 7.193069987083788 , -4.253760363072596
1.5525762439177149 , 7.003277379969936 , -4.215844515529578
1.131210581286101 , 6.834163064726895 , -3.991794065209004
7.856148452991986 , 7.667486324696476 , -1.6771812035684137
1.538580359629904 , 6.821430452071228 , -3.961487624119031
1.4216782010930995 , 7.049679238111336 , -4.068252635645756
7.957372701889145 , 7.677843971514288 , -1.275410674925575
1.6250068680716463 , 6.893323915537529 , -3.8043946668540136
5.543731177551829 , 18.105723714407745 , -5.063784769133811
7.516405000426154 , 8.028108678650263 , -1.464691338020871
1.3300638002493443 , 6.851645361890451 , -3.671715831109914
2.1846561581615225 , 5.837204469138085 , 1.6292050060547534
5.448832229828483 , 17.885854413379707 , -5.486587119760585
-1.0525914253895239 , 9.086014263154924 , -10.881682517304666
2.209992640022902 , 5.5666920755997396 , 1.6508405043751047
1.3564016203193403 , 7.012453258229592 , -3.648006521026967
1.2027978191975472 , 6.791123467565954 , -4.074388987662719
-0.8588090490214484 , 9.291310825396538 , -10.789069483707822
1.4197835556324518 , 7.604158080410915 , -3.998997775917526
-0.4395997569848187 , 9.037376803244872 , -10.891439092739438
1.6092403610542472 , 7.028407755545823 , -3.9233589303528977
7.900731711224857 , 7.704574071290795 , -0.9205610407862519
-0.7238690333155 , 8.968373134096558 , -10.655991788900888
5.368047193883857 , 18.31000897448385 , -5.767098749190244
5.499774977782828 , 18.06756961313912 , -5.352234099532576
5.0139838876160265 , 18.03075064125301 , -5.282306620052956
1.6403267063518308 , 6.754862365641467 , -3.8577621243930165
1.5295920341514226 , 6.798605319311268 , -3.740916375331704
5.35003419462898 , 18.053773011359663 , -5.320482600790226
5.208025308166815 , 17.996012564509552 , -5.516011112383304
1.3595233205410011 , 6.88505668566731 , -3.783691363449067
5.1666261983744315 , 17.74249864856803 , -5.369519690490231
-0.36601289880490206 , 8.642686896020791 , -10.863327828244472
5.178370147749545 , 18.09344515891797 , -5.563556537784634
1.3496404711588363 , 7.0957099919570235 , -4.020219635328116
5.650164077500868 , 18.003073743703073 , -5.418293527429317
1.1261317328973655 , 6.868790218349619 , -3.950885501024481
2.590695411791029 , 6.324684341499864 , 1.6016147849903029
1.3981013966730989 , 7.09239076366486 , -3.7271427926436056
1.5331801562817453 , 6.719552216986172 , -3.788709777804631
7.60779237074429 , 7.465618598743811 , -1.7050743409589257
5.237518327543164 , 18.310875575453306 , -5.294733278314552
1.4486863018350573 , 7.122573216804643 , -4.226096071022573
2.051506937360771 , 6.046844190461352 , 1.8436312477085008
-1.0889959918487175 , 9.008628217371424 , -11.04635655629192
1.3490333406320605 , 6.648522674378809 , -3.86395064509246
1.3809304813307943 , 7.192430969975155 , -4.279617731298238
-1.0053029000955827 , 8.780212467635137 , -10.84539957146942
2.265355553259907 , 11.446878556139268 , -4.652713308899288
1.6518229661470691 , 7.212064754120741 , -3.8879904154208633
5.5499881099229755 , 17.941310275187263 , -5.590068284229706
-0.92810570140112 , 8.745047430518738 , -11.066595575464907
7.7706806862591185 , 7.518868708188115 , -1.5137977378545413
1.2091860988783998 , 7.064333689397849 , -3.7741834986419054
1.5976084982276932 , 7.100907238907405 , -3.854650262870368
1.6527630874489059 , 7.283475322981252 , -3.678144745274577
-0.4541555303676217 , 9.075673297901439 , -10.838937313496146
1.7557330220347669 , 7.108965841360041 , -3.9570692895709767
1.1939189919242887 , 6.897019723148178 , -3.698593244285666
-0.8389305929651887 , 8.978445385092245 , -10.457711270903147
-0.9684417425310738 , 8.8209734399536 , -10.910968364658611
2.3463073788307067 , 6.13467609455749 , 1.3428662386855588
-1.015813316192228 , 9.078830063330875 , -10.917966104587084
1.9795484751916412 , 6.298201206258068 , 1.5722038355454622
1.3007958068092842 , 7.180734576540436 , -3.7639329022921406
1.7479280781146196 , 11.374529971861387 , -4.6783585958396765
4.857715291690885 , 18.015237744525592 , -5.442619560460426
-0.5795988063260711 , 8.939575623037078 , -10.610000468151124
7.934565449436675 , 7.926653855418733 , -1.3059679492209328
-1.031147523464784 , 9.20858216137068 , -11.07726172575953
-0.5126649679830593 , 8.98828165496237 , -10.810107979700247
5.455242022136392 , 18.0574626712933 , -5.675987161429798
5.227652555374389 , 18.429810364167558 , -5.289144607265401
2.3409419134334675 , 6.19393854232079 , 1.8345845131717775
1.3993448825896408 , 7.332045051374645 , -3.873068829531417
1.657276436027003 , 6.984642831927047 , -3.866052143211255
-0.7393359129393975 , 8.750480487219187 , -10.760296180703879
1.3703569004299476 , 7.068311376667396 , -3.5590522131015474
7.7403619107318296 , 7.6519247028860455 , -1.3576131645657226
2.0665126030981074 , 11.086179991158165 , -4.717224522849127
1.3354819061802263 , 7.239338457852511 , -3.984287899478375
1.5330117908071372 , 6.780804667066102 , -3.8151868484667277
1.8524401985149264 , 11.331962892258383 , -4.420028029208739
2.016682982541058 , 6.361734457681374 , 1.4682645389254207
7.648920434622064 , 7.961023049264313 , -1.5495747485183458
5.08510495621105 , 18.37599880954755 , -5.685358688079433
5.4168298886581745 , 18.120705262247757 , -5.254713066927798
7.895756089621182 , 7.696959663445633 , -1.335457798539772
-0.7581792178874338 , 9.271347836264635 , -10.717771738464826
1.5966899007672237 , 7.078594680160356 , -3.6533279003665715
1.9580545367436644 , 11.382799717037518 , -4.56999009897574
1.4203543087287813 , 7.0250663320330915 , -3.8127458135057632
-0.5319108364875558 , 9.016399635483376 , -10.811638846601191
1.3584730190771381 , 7.266304627646894 , -3.8788655114160697
-0.7213741812183296 , 9.164864743104115 , -10.971032465559462
2.379069424806939 , 6.096822489397246 , 1.712628184096135
-0.6730651346075074 , 8.74963328742107 , -10.772086329123486
-1.246970881101526 , 8.99032932842924 , -10.812732529725016
5.429714102486743 , 18.30098331670647 , -5.397876529311205
1.6892551095345765 , 7.300162833191473 , -4.248217614177726
5.426853448437952 , 18.180433272695833 , -5.3779207455914175
1.3076553845047538 , 7.13726332667992 , -3.84573093026896
5.284534183748257 , 18.21281681820411 , -5.494990579839513
1.2376604677293954 , 7.118443374705415 , -4.001908654429345
-0.4755594490660755 , 9.201355820225194 , -10.670598959170338
7.510594580380927 , 7.543146551224646 , -1.5945402413047933
-0.7082989281711132 , 9.38021515798399 , -11.21071102812656
1.5245242409350768 , 6.794103322082151 , -3.6671480692142517
1.2060010120847837 , 7.104694931729574 , -3.6403296904021762
1.5689590776008426 , 7.140004043133675 , -3.781237087224139
1.478014785210189 , 7.112492027245114 , -3.7965793161893493
5.748137624852577 , 17.989842763583166 , -5.3788033766004215
1.3185689057957863 , 6.926120522553626 , -3.5809546310656257
-0.6125523860761433 , 9.338846703302115 , -10.815949794098
2.467503429496906 , 11.28369625769491 , -4.909828261990572
8.15528350520122 , 7.421563349427041 , -1.4216928724134554
-0.6887913645702006 , 8.998290196068202 , -10.922666174804833
